,ProteinID,Average Shortest Path to all Disease genes,BetweennessCentrality,ClosenessCentrality,DegreeCentrality,EigenvectorCentrality,HarmonicCentrality,Modularity,PageRank,BP,CC,MF,FrequencyA,FrequencyC,FrequencyD,FrequencyE,FrequencyF,FrequencyG,FrequencyH,FrequencyI,FrequencyK,FrequencyL,FrequencyM,FrequencyN,FrequencyP,FrequencyQ,FrequencyR,FrequencyS,FrequencyT,FrequencyV,FrequencyW,FrequencyY,Aromaticity,Isoelectric,SSfractionHelix,SSfractionTurn,SSfractionSheet,Target
774,Q99538,0.0123087463523894,-0.1899156690292668,-0.608351370321806,-0.4716754457329267,-0.09689018615031722,0.5056596214164677,0.24773778261591595,0.3967200530660195,-0.8566026851614866,-1.1506974036709208,0.05155061003524286,-0.6707716739634929,-0.2603025142959439,0.7050461402199093,-0.542201434864911,-1.0271282772830763,-0.4022333580648443,3.058675881400844,0.3744235260430642,-0.2671398309370932,-0.4853626444189928,1.402668148784217,0.6967639808820311,-0.18345879727549733,-0.954989827073128,-0.8872208551146101,-0.5919906417229628,0.30760124075934825,1.3237753433882715,0.3857473262126972,2.6396263259217885,0.8606691097652049,-0.5399952730445976,0.7486605975534015,-0.4117478307569368,-0.4117478307569368,0
842,P14868,0.12630617824117749,0.313610966114734,-1.1705751275640544,-0.06762342561943539,-0.1104406195249154,1.0483524228599341,-1.3662057169079778,0.12114493589242893,0.4259963294050334,-0.2705978892357656,-0.6824639341085338,-0.015878461066269257,-0.3880765709621296,0.42399350657464935,0.2869179318704209,1.020365398444318,-0.5348913247775452,0.3260872427680502,0.6593797120870171,-0.17783709918343912,-0.5359160048131367,0.6939148517614537,-0.17767414310892826,-0.4394101028770491,0.7973613145135208,0.4403691105980997,-0.9213188858304592,-0.3429554747895339,0.9012706561954944,-1.1680215962219862,0.20515793510087868,0.33349784157665496,-0.5166289692508576,0.42600086538747184,-1.0189772129394905,-1.0189772129394905,0
12,O43847,-0.2692987710362534,-0.19628391213885327,0.9656628774655248,1.1445326347210387,-0.13248255796172653,-0.3320679846477877,-0.8778827758858494,1.1657413070058882,-0.2448013790361329,0.2646458885447948,-0.4968933013726297,-0.4559385692678215,-0.2910319001944074,0.7721411096778776,1.0739188685920784,1.1159766675897052,-0.4608804613322303,0.15366949914175024,0.10733413658244212,0.08663848634345876,0.4002620550113383,-0.31264971681912856,0.6246194049111012,-0.5321576236239496,-0.5036303130040864,-0.8142077799702695,-0.8209100791513024,0.3196685427896359,-0.17094820225076193,0.2777157111999323,0.8050564809757871,1.146264267680333,-1.248724474988474,0.7339872093159721,-0.7691984058002783,-0.7691984058002783,0
2580,Q13617,-0.729238904646961,-0.2051742178367601,-0.04718427436656602,-0.4716754457329267,-0.10769945919850464,-0.6967416851849375,-1.864716984034266,0.14464970989304954,0.4390806548671388,0.16812052146420353,-0.03418842973837191,-0.6864651073491811,-0.34189602475832903,-0.09266419058198702,0.3906972609966132,0.3430187815820797,-1.324732632461575,0.4715639400178737,0.5361424699564602,0.6455096414164421,0.19396244756038167,2.4163965549901203,0.9446761311499196,-1.2015365660928266,0.27323439689471,-0.5912575148131662,-0.4068310840273535,0.0054905547897846465,0.2397093117405408,-0.374463310743438,1.8001256368857146,0.9959642023025704,-0.30808470789172804,0.8472226905226977,-1.2955123364509855,-1.2955123364509855,1
2490,P57075,-0.5018083845916051,-0.20310496372392287,-0.5098934596809214,-0.4716754457329267,-0.07929244080511885,0.32757591949928355,-0.11835384605849428,-0.14883857728095176,0.5100417906994815,0.8514916310568591,0.2321955505878227,0.3762878753263567,0.6483351097288448,-0.3615998248893881,-0.4668223635466036,0.9156733243650282,-0.4384618215550967,0.2607232546704101,-0.35406937217556644,-0.46715105123982,0.6310974140365335,-0.8033248227313503,-0.5477752149735177,0.04108725237905432,-0.1930634640109808,0.09923182761444632,0.2782520711374741,0.6552676640723457,-0.6883160477908623,0.9487209167763622,-0.01387193025284354,0.8241234834005229,0.4768770601792254,0.3584429259130891,-0.21003594436419468,-0.21003594436419468,1
2080,Q15262,-0.2139930862585247,-0.20289102970484665,-0.5647723843849016,-0.20230743232393245,-0.1302938075954105,0.4204273666117842,0.1258209808155594,-0.5434538413608034,-0.02299216173623057,-0.3830242525514677,-0.7820249301932188,-0.1100955078093512,0.21464686369290648,0.14901122161020122,-0.3678544256449317,0.05242070904048197,-0.1871006993604849,0.3126015559385389,0.9547384346840592,-0.8672699487162449,-0.7988146567106794,0.19629353064123312,0.6240594621899925,0.2477933357213451,-0.08346217255549815,-0.2258969097529747,-0.7469293739084482,0.6989526355436211,0.6135737569208124,0.4822493146099161,1.4367131819293075,0.9103721376452036,-0.8285691248972866,0.5753944299537794,-0.15564881661438226,-0.15564881661438226,1
713,Q14558,0.8892988906849536,-0.20189482855033966,0.9424333771411136,0.26908659114180744,-0.12925384707382645,1.8064897613843751,-0.26747909960817684,-0.5358672963336101,1.7899498885124772,-2.4446647256798344,-0.6706669615941909,1.150773178127698,-0.38383216436115947,-0.21281957461292755,-0.04802360449867234,-0.7109722904559613,-0.4794927982451588,-0.1758250337668871,2.8817070377461467,-0.23978819846352106,-0.6593258558154135,1.0747815925856004,-0.19367372509624664,-0.5401285487280234,-0.7522779701083687,0.1587984922691881,-0.8323056962558367,0.1670573091363554,1.3891729761695315,-1.4294992267755104,0.2826859144790702,-0.7189070962779328,-0.14495869953168056,0.8044136068777243,-1.0079410114127991,-1.0079410114127991,0
493,Q9UJV9,0.4141214765742588,-0.2032585031339519,-0.2515473847016579,-0.33699143902842965,-0.14038082134743854,-0.6425202346352236,-0.26747909960817684,0.16976654105248107,-0.03684002231191797,0.5119150269196775,1.2554518704984916,-0.12448050429492875,-0.0782506363332286,0.4235900995724002,0.7822928079078494,-0.5667868063024185,0.2938359001229365,0.12240943659524905,1.221907561540398,0.6400191079904101,0.030891284001744426,1.242777590691428,-1.6808477322177893,-0.2641795855139196,-0.13017445888657345,0.2753404224200166,-0.9539096332711782,-0.7335503487803139,-0.13987284068566574,-1.2188878233875429,-0.13581297843448012,-0.7811490877737176,-0.3425500059874945,0.02212071441428044,-0.917667273934942,-0.917667273934942,0
2610,O75955,-0.1908549936474327,0.2481824522453341,-0.08791965071090321,0.33642859449405604,-0.1023550633958309,1.2055969981578782,-0.4844915412660815,-0.39301866109843503,-0.9210661513345134,-1.6778924326223987,-0.2336018488131305,2.5342928234488267,-0.6561982821305876,-1.3007084163652882,1.1830038279025623,-1.0065890520066771,-0.6369243399230258,-0.7333442267225526,0.6772102903880794,0.2718925267779667,-0.8031031966580401,0.9816833113829764,-1.2618200570734892,-1.2724440700138533,2.031471281275667,0.3340580926174853,-0.9224102446777036,-0.4394343146775582,1.3914597544134375,-1.4294992267755104,-0.3221431744872632,-1.198143360006266,0.06322046333067181,-0.2728905453845884,-1.829749709245274,-1.829749709245274,1
282,Q5JTV8,0.31818304379656503,-0.19334019742283928,0.80523055387275,3.4341607486974897,-0.13606143556880487,0.6294471675123218,0.7629546648400072,-0.5295034372479729,-1.5621014930331585,0.2825466639526563,-0.8753953078817152,-0.2820041183970436,-0.9020468252646704,0.020069617480766456,0.5016060485623725,-0.07633542753448484,-0.7446779851722435,-0.6637086624690848,-1.0323946784004028,-0.4737532893485361,-0.7825553310057017,-1.2922781368594929,-0.028683181515186975,-0.08507372114201821,1.3565683512111608,1.5895805343712863,1.3867506385170774,0.856909749807221,-0.11430984671666465,0.3681034203231605,-0.274068609391704,-0.06828941885734277,0.7447133174149703,-0.8325448260662609,0.2467934457857308,0.2467934457857308,0
381,P20273,-0.07290715570309186,-0.09235473789786604,-0.9159519535482548,-0.4716754457329267,-0.11057660636528917,-0.6703105956737457,-0.3895598348637065,0.2114023835885013,-0.08976108439192909,-0.3735046291848907,-1.1022379880957385,-1.2330218345451016,0.3795724116183768,-0.6912191976740198,-0.22140815781651801,-0.4961732723532854,-0.08938929685567032,0.3619672627688592,-0.2901462577876099,-0.3506846312300015,-0.27583534105164964,-0.6617706443922631,0.8549090326152368,0.22035409241813053,0.38107907716781336,-0.6819499766922319,0.7028395467385776,0.7960133746706681,0.6794086665107588,1.9731057838041168,0.6482070767658472,0.6572245984787165,-0.4572639536748868,0.30471632283657296,0.6524922635690191,0.6524922635690191,0
