,ProteinID,Average Shortest Path to all Disease genes,BetweennessCentrality,ClosenessCentrality,DegreeCentrality,EigenvectorCentrality,HarmonicCentrality,Modularity,PageRank,BP,CC,MF,FrequencyA,FrequencyC,FrequencyD,FrequencyE,FrequencyF,FrequencyG,FrequencyH,FrequencyI,FrequencyK,FrequencyL,FrequencyM,FrequencyN,FrequencyP,FrequencyQ,FrequencyR,FrequencyS,FrequencyT,FrequencyV,FrequencyW,FrequencyY,Aromaticity,Isoelectric,SSfractionHelix,SSfractionTurn,SSfractionSheet,Target
536,Q96RU3,0.1511373020189332,0.16525970960422898,-0.6297627096482137,-0.4043334423806781,-0.1426927154869469,-0.6305673911777843,0.1525509885623327,0.7283413746877552,0.2716814563926049,-0.5147522448419108,1.2441073284821969,-0.6836033624360494,-0.4466632460940314,0.9624326666199572,1.3048989950123702,-0.2092771384776161,-0.7796661591428755,-0.3044369707696254,0.43363394922628745,1.2527811986014157,-1.25775108898152,0.12490752479507207,0.5234602129518633,-0.24955204827178906,1.3164986334681699,-0.3022720561270469,-0.11731906822205375,-0.8220561158853512,-1.0516990352047275,0.056727759207000975,0.5363354891383669,0.16775906311889352,-0.8606977926136792,-0.7645951039100793,-0.4541659837749637,-0.4541659837749637,0
2019,Q9BYE7,-0.05371946914755344,-0.1875181587752196,0.2625915219893373,-0.4716754457329267,-0.07470321287959861,0.1592659364261118,-1.21631856930875,0.004393416883910557,0.16388906741867926,0.7673581240456481,1.0385415627934602,-0.4884930630404325,0.4620734070290667,-0.5205378855335305,2.282628218231135,-0.27864087260873804,0.3062611249687783,0.12156680586946425,0.4092166985231111,-0.4124780522010969,0.38939218647542295,-0.5997106926337025,-1.375430278534408,0.6525609745945122,-0.8776697330594269,0.2079688860672543,-0.7948303954349245,-0.7467353930387787,0.14861102403893034,-1.4294992267755104,-0.1365558635298537,-0.6794024853489756,-1.226672525783132,0.06594417320322066,-0.2364691963418544,-0.2364691963418544,1
140,Q9NQT4,0.5371484080185949,-0.09183298851379056,0.43948810263129,-0.269649435676181,-0.14266230668202354,-4.172541185597375,-1.3662057169079778,-0.3877492297293551,0.6276475873603669,-0.13910289478336066,0.40892066793736825,1.530047660155902,1.0284632194939465,-0.5396428242652601,-0.2363189394341895,-0.3940669486141685,0.07331018964975602,-0.6757590721696848,-1.0434494421116574,-0.5804013084807066,0.9100058805724528,-0.6120007976464452,-1.080527150486917,-0.7662385374648379,-0.49976593923299795,0.4506189145201212,0.6244469548038979,0.5910322889583606,1.1911120309906218,-1.4294992267755104,-0.8394990304779573,-1.1033065728348783,0.3381396314038941,-0.028718967203448964,-0.3758764800431811,-0.3758764800431811,0
2689,Q9NR21,0.5947114676852109,0.4680891950608475,-0.04349984308731791,-0.4716754457329267,-0.031062927707402908,-0.7248080913124753,-0.14546316358242672,-0.5517462933645996,-0.16800387050588736,-0.4098780422125353,3.898982803243585,-0.9932537063179602,0.17657440022816814,0.6908734958227358,-0.6880544273892869,2.712672811325989,-0.7061659647301719,1.0193873512031577,1.3414420001241736,0.29909086295571,-1.7581584680200963,0.9571692669242976,2.0450559504689143,-0.6600127558591383,0.16028438506299314,-0.6496872727088729,-0.2553930277997736,0.1591057541226492,-1.0933706249754027,1.6710994219183513,1.1334655499039623,2.680476361913545,-0.06609742422780804,0.4931655695078781,-0.3075476634755682,-0.3075476634755682,1
990,P39880,-0.2326164290918411,0.2754039245417832,-0.2693034944228141,-0.20230743232393245,-0.12629302449661478,0.2969623286397043,0.27463172381787193,-0.5240546912811688,0.14029276350782127,1.2634514389466054,0.9903239966909244,0.8013915963091003,-0.8921580486464081,-0.8337700205537409,0.8895606601544075,-1.320656981663791,-0.33777969620734233,-1.261856481299129,-0.6120429673298503,0.15747444432688013,-0.07665650295775073,-0.7206110279916135,-0.3230981177794429,0.7565491956627993,1.6335744733331572,-0.11893280180515928,1.5579793824609849,-0.3017145969042406,-1.2218420595810966,-0.3849786188766482,-1.1412993168241912,-1.4698009412221429,-0.7487585935017934,-1.37607335008908,0.9317422275429104,0.9317422275429104,0
96,P51116,0.1889483314077897,-0.2051742178367601,-0.9723710251531378,-0.4716754457329267,-0.13132849898266258,-0.6048669556645235,0.30152566501982914,-0.2556361278841328,4.209300884096083,-0.2930833651308293,0.4241432158551767,-0.6294609887317065,-0.6825410718944326,0.05451225397410146,0.9045498586580768,-0.5034520693457468,1.1997521304736385,-1.2829558801320409,-0.641949379383982,-0.8235466193446283,-1.0585063479598036,-0.6803907579328069,0.6877059221516538,0.4078839929078361,-0.8900480463892755,1.980188636707204,0.6820194238403315,0.07378055585203082,0.12253907905362127,-0.8455454693877735,-0.1732883855488074,-0.6463156616338362,-0.6107513617200165,-1.0328957038626123,1.3585669389441826,1.3585669389441826,0
581,O00233,-0.04186825098089682,-0.08066371198435382,0.5831675189159133,0.1344025844373104,-0.14085516459602662,-0.16709141373838646,-0.11850442315068895,-0.5358672963336101,0.007024710324024303,-0.4400254249202831,-0.5609617495424397,0.1585931159636456,-0.4183071703056364,-0.11385114042358467,0.41497464059688216,-1.5427682398025742,0.3794257025612821,1.0534597093909646,0.5428953801946111,-0.16287204133279864,-0.9268203907501462,0.38719025114738986,0.6007162826247691,-0.6961230678471891,1.8338825927456768,0.4125348293369357,0.12250222974185765,-1.9480919817069056,1.443177175684431,-0.8420539671014492,-1.1280476226367164,-1.735752238574858,-0.3077926290943062,-0.6237689852902181,0.023070073986998826,0.023070073986998826,0
23,P09923,0.4276657259075799,-0.04892181487326439,-0.6140853862221131,-0.4043334423806781,-0.13277962337734456,1.0034390669446958,0.3698185178714456,-0.11221174439261046,-0.1870564761780567,-0.7207950537356718,-0.665111752051088,1.951540757436524,-0.5399699330632731,0.11889862444206907,-0.953286987378347,-0.22460372114547766,0.7884785579958482,0.3687352936500357,-0.7758149774478322,-1.1114803668550397,0.25602642012456905,0.1562471492201697,0.10388213718153813,-0.07170020180344057,0.3107155815840755,-0.6876580974765578,-0.6600707278364902,0.9204069076318984,0.3473751326406548,0.05914046535307652,0.3876536877280914,0.08415380770718166,-0.8642027381827402,0.0162387622618394,0.0644577953221376,0.0644577953221376,0
2106,P21580,-0.720209405091413,0.14004629462080234,0.12943436179154486,-0.33699143902842965,-0.12610481679413404,0.3205809551649759,0.4437431149629707,0.755800222916438,-0.7709226376518397,1.6864426956339065,-0.5784724141993142,-0.35730187254229845,1.7467566288145175,-0.8274260785786478,-0.08157662877569176,0.5377835102763668,-0.34457337575561314,1.2460948411706732,-0.5584935946631632,-0.16534782360572234,-0.5678344699315182,0.2265266203115692,1.0137681464251795,0.34248492520101964,0.10918959725105963,0.5806227566703179,-0.4078228057337265,0.5855104080475301,-1.366323406222164,0.06290917343441489,-0.3734421728660871,0.1439436145817589,0.9807129857317444,-0.8807782385293069,0.08837330333771516,0.08837330333771516,1
2495,Q9BXS6,0.19402742490778485,0.27430384431372484,0.6656569802496615,0.33642859449405604,-0.13853520479973094,0.06762534415942796,0.3700622317447901,-0.4983285435672589,0.5060829223702835,-0.09896930776332824,1.2873489104190463,-0.258902758789991,-0.8055609351542348,-1.2189295347267397,0.3654497418102123,-1.2131102980471755,-0.44000839798133,0.8827833534346456,-0.3132733396761919,2.1688685452700422,-0.8074247715769838,-1.4157346492734284,1.2840672585773485,-0.1405196541326331,0.5120118821368211,0.3426848856217433,0.6875259481478455,1.32368529827455,-1.1283520819665689,-1.1324464083915746,-0.7489879777906668,-1.4421132011149267,1.763411143122679,-1.5976887184886006,0.3788775043345065,0.3788775043345065,1
