Q9UBK2,0.03884711779448621,0,0.02506265664160401,0.07644110275689223,0.08020050125313283,0.03258145363408521,0.03634085213032581,0.020050125313283207,0.02631578947368421,0,0.05889724310776942,0.08145363408521303,0.007518796992481203,0.05012531328320802,0,0.06641604010025062,0.05137844611528822,0.07894736842105263,0.14035087719298245,0.05889724310776942,0,0.02631578947368421,0.007518796992481203,0,0.03634085213032581,0,0.07644110275689223,5.70965576171875,,,"(0.21052631578947367, 0.2932330827067669, 0.20802005012531327)"
P07332,0.06326034063260341,0,0.014598540145985401,0.038929440389294405,0.09124087591240876,0.025547445255474453,0.06082725060827251,0.03527980535279805,0.0364963503649635,0,0.04744525547445255,0.13746958637469586,0.0170316301703163,0.01824817518248175,0,0.051094890510948905,0.0851581508515815,0.06934306569343066,0.07420924574209246,0.0364963503649635,0,0.058394160583941604,0.01338199513381995,0,0.025547445255474453,0,0.06447688564476886,6.26739501953125,,,"(0.2968369829683698, 0.20437956204379565, 0.30900243309002434)"
Q96L92,0.06284658040665435,0,0.02033271719038817,0.04805914972273567,0.08687615526802218,0.04805914972273567,0.08687615526802218,0.031423290203327174,0.04621072088724584,0,0.05545286506469501,0.07024029574861368,0.02033271719038817,0.04436229205175601,0,0.036968576709796676,0.04621072088724584,0.06284658040665435,0.053604436229205174,0.04436229205175601,0,0.08133086876155268,0.011090573012939002,0,0.04251386321626617,0,0.10166358595194085,6.05828857421875,,,"(0.29944547134935307, 0.22181146025878007, 0.24029574861367836)"
P17677,0.19747899159663865,0,0.008403361344537815,0.07563025210084033,0.15546218487394958,0.004201680672268907,0.058823529411764705,0.012605042016806723,0.02100840336134454,0,0.12184873949579832,0.008403361344537815,0.008403361344537815,0.01680672268907563,0,0.07142857142857142,0.05042016806722689,0.02100840336134454,0.058823529411764705,0.07983193277310924,0,0.029411764705882353,0.0,0,0.0,0,0.004201680672268907,4.64495849609375,,,"(0.06302521008403361, 0.20588235294117646, 0.3697478991596639)"
Q8WVM0,0.057803468208092484,0,0.017341040462427744,0.049132947976878616,0.06936416184971098,0.049132947976878616,0.049132947976878616,0.017341040462427744,0.05491329479768786,0,0.06936416184971098,0.11849710982658959,0.017341040462427744,0.03757225433526012,0,0.06647398843930635,0.046242774566473986,0.08092485549132948,0.05202312138728324,0.046242774566473986,0,0.07225433526011561,0.005780346820809248,0,0.023121387283236993,0,0.07803468208092486,9.34600830078125,,,"(0.32369942196531787, 0.20520231213872833, 0.26300578034682076)"
Q15554,0.1014760147601476,0,0.005535055350553505,0.04059040590405904,0.0940959409594096,0.025830258302583026,0.07749077490774908,0.01107011070110701,0.03136531365313653,0,0.08302583025830258,0.07933579335793357,0.027675276752767528,0.04059040590405904,0,0.06642066420664207,0.03874538745387454,0.07564575645756458,0.07933579335793357,0.04981549815498155,0,0.04797047970479705,0.012915129151291513,0,0.01107011070110701,0,0.049815498154981555,9.37628173828125,,,"(0.20848708487084872, 0.26383763837638374, 0.3025830258302583)"
P26006,0.06850618458610847,0,0.019980970504281638,0.049476688867745006,0.05423406279733587,0.03330161750713606,0.08468125594671741,0.021883920076117985,0.03615604186489058,0,0.03139866793529972,0.120837297811608,0.025689819219790674,0.04376784015223597,0,0.05994291151284491,0.046622264509990484,0.06470028544243578,0.06470028544243578,0.05423406279733587,0,0.07040913415794481,0.015223596574690771,0,0.03425309229305423,0,0.08277830637488107,6.32159423828125,,,"(0.31018078020932444, 0.2530922930542341, 0.269267364414843)"
Q9Y3M2,0.031746031746031744,0,0.0,0.03968253968253968,0.1111111111111111,0.031746031746031744,0.06349206349206349,0.015873015873015872,0.023809523809523808,0,0.06349206349206349,0.14285714285714285,0.031746031746031744,0.05555555555555555,0,0.03968253968253968,0.03968253968253968,0.10317460317460317,0.10317460317460317,0.047619047619047616,0,0.03968253968253968,0.007936507936507936,0,0.007936507936507936,0,0.047619047619047616,9.09381103515625,,,"(0.25396825396825395, 0.26190476190476186, 0.31746031746031744)"
Q07960,0.05011389521640091,0,0.002277904328018223,0.07061503416856492,0.05466970387243736,0.04783599088838269,0.029612756264236904,0.03416856492027335,0.04783599088838269,0,0.0683371298405467,0.13895216400911162,0.015945330296127564,0.04100227790432802,0,0.07972665148063782,0.05922551252847381,0.03416856492027335,0.06378132118451026,0.05466970387243736,0,0.05694760820045558,0.009111617312072893,0,0.04100227790432802,0,0.0979498861047836,5.84588623046875,,,"(0.3416856492027335, 0.214123006833713, 0.2596810933940774)"
P35226,0.046012269938650305,0,0.03067484662576687,0.06748466257668712,0.05214723926380368,0.03067484662576687,0.046012269938650305,0.03067484662576687,0.06441717791411043,0,0.0705521472392638,0.06748466257668712,0.03067484662576687,0.05214723926380368,0,0.06441717791411043,0.024539877300613498,0.0736196319018405,0.10122699386503067,0.06441717791411043,0,0.04294478527607362,0.003067484662576687,0,0.03680981595092025,0,0.07055214723926381,8.90032958984375,,,"(0.24539877300613497, 0.2638036809815951, 0.19631901840490795)"
