P83731,2107.1884920634598
P46019,2391.2670634920532
Q9Y5X1,1440.0468614719814
P60033,2153.311111111071
Q96QD9,2127.9777777777363
O95070,1758.0246392497218
Q9HCJ2,1593.9222582973846
Q9UNX3,1.0
P13805,1863.0920995671434
Q15645,2036.6389249639058
Q99081,1853.469480519528
Q15583,1699.028607503701
P10451,2212.5670634920307
Q00839,1902.262734487761
Q13148,2535.1765873016006
Q9C026,2327.532539682503
P51570,1980.3460678210718
O75533,2125.2924603174306
Q9H063,1.0
Q99584,1659.2595598846722
Q9UKT8,2104.8396825396494
Q9NZC3,1642.352417027536
O60356,1721.6535714286663
Q9H668,2254.0646825396393
P25685,2152.2170634920276
Q9Y3Q8,1956.6087301587356
P59046,1805.6988455989058
Q9NUL3,2025.3531746031656
O95801,2292.9932539682186
Q12879,2076.1587301587047
Q9NRG4,1460.01829004341
Q7Z6J0,2002.4563852813747
P43115,1779.0016233766953
Q9BY11,1584.5301948053266
Q16851,1752.0615440116273
Q8N8B7,2138.261111111071
P16144,1408.9369408370478
Q16891,2458.069444444443
P22301,1507.6377344878642
P11274,2650.0634920635425
O75140,1545.0413059164407
P46934,2085.431746031709
Q9Y2D5,2314.6777777777443
Q13268,2193.3837301586927
P25786,2013.1960317460193
O14512,2035.1111111110897
O95857,1766.617063492141
Q96IZ5,2057.732539682519
Q9P2J3,1810.9845238095845
Q15149,1293.3321178821536
P21918,2240.984126984096
P48047,2456.6087301587327
P45984,1632.9424963926153
Q13835,1702.9258297259307
Q8WYQ5,1789.731746031815
Q86VW2,2141.0579725829302
Q8IV38,2002.5726551226458
Q8N3Y1,1908.4313852814125
Q05469,1706.6889249640246
Q9Y2T4,1866.702813852855
P14416,1713.067099567196
O00237,2287.781349206317
Q8N2Q7,2184.638131313098
P19447,1866.9337301587732
P55199,2442.7813492063447
O94915,2094.6873015872734
P32322,2066.2393217893036
Q8TDI0,2036.4301587301384
O75689,1915.604761904786
Q00978,1999.3246031745953
O75306,1471.6766233767485
Q9H4L5,1951.2353174603322
Q8NEG0,2.0
P09917,1737.8103174604055
P78352,1670.4718253969327
Q13241,1692.50638528149
Q9NQS3,2028.854365079346
Q9P1Z0,1783.2964646465366
Q8TF46,3.0
P13645,1605.6873015874278
Q9HAU5,2020.0444444444258
Q8NB12,1980.0992063492058
P50416,2151.28416305913
P51813,1385.6496392497359
Q9ULM3,1656.5091630592765
P05362,2188.818253968212
O43683,1894.2750000000344
P29274,2247.1015873015467
P11532,2131.6281746031405
Q9BUZ4,2557.6892857143052
P03952,1496.6952741704056
