Q12905,1840.8591630592105
Q06547,1799.5579725830355
Q13951,1872.077813852853
P61019,1747.6996031746896
O14924,1567.5206709957993
O75503,1757.641666666744
P19105,1770.3285714286442
Q9Y6C2,1839.7889249639736
O00161,1953.142857142876
P29353,2447.0480158730124
P30044,1908.9341269841505
Q9UJ41,1582.9865440116687
Q8IX07,1959.736544011549
Q9BV68,1918.333730158754
Q9UM73,2245.936111111071
O43763,1783.9912698413382
P18859,2323.77063492061
Q9NQ87,1761.0388888889631
O75084,1586.6329725830972
Q96KN1,1712.400432900525
P22301,1408.9369408370455
Q9BVA0,1765.4857142857952
Q13685,1733.0540043290966
Q9Y5W3,2136.642460317423
P11171,2122.9563492063126
Q15652,1670.4718253969302
O43745,2072.8805555555205
P49761,1576.5286075037334
Q15007,1711.441702741795
Q01658,1953.3262265512428
Q9BST9,1702.9258297259257
O60830,1747.3238455989276
Q86UW9,1683.5631313132371
Q96GE4,1614.57463924976
P07919,1939.8142857142996
P35326,1846.2428932179366
Q9BYX4,1876.8583694084032
O75475,2029.4222222221993
A1A4G5,1775.042496392577
O75864,1826.6813852814407
Q9NYB9,1907.278607503631
Q6ZU80,2121.2281746031417
Q9BTY7,1935.1520202020386
Q8NHU6,2095.2988455988184
Q99967,2254.064682539648
Q9HAF1,2234.221825396787
Q16385,1410.8024170275196
P25685,1479.2424963926228
Q13131,2401.5896825396717
Q32MZ4,2083.9765873015654
O15173,1714.725432900523
P14625,1879.4650793651158
P22459,2145.971031745991
Q96MF7,1991.0885281385224
Q9H0A6,1121.167687867627
P01892,2053.456746031722
Q9H869,2116.9496031745684
Q96MW5,1829.734956710013
Q9H3S7,2267.1861111110816
P50549,1981.9135281385306
P49458,2030.6329365079118
Q02539,1728.167099567186
Q8WYA6,2137.911111111075
Q9P0J0,1759.5794011544824
P83876,2029.2563852813635
P62987,2109.3599206348904
Q9BYV6,1831.587337662389
P15382,1441.2972582973773
Q9UKY1,1617.6845238096394
Q9H3Z4,1874.988528138561
Q86UT6,1844.1384920635355
Q9Y285,2272.058730158693
O60237,1509.754401154525
O75688,2344.481349206324
P22748,1655.9948773449878
O60825,1819.7440476190973
Q8IYD9,1722.0032106782999
P05091,1321.5695165945724
P50150,1429.990115440231
P55072,1899.7956709956957
Q96RT7,1736.454004329094
Q8NCQ5,1407.3496392497389
Q96BY2,2142.2408730158345
