Q9UBE0,0.06936416184971098,0,0.023121387283236993,0.07225433526011561,0.08959537572254335,0.05202312138728324,0.07514450867052024,0.014450867052023121,0.04046242774566474,0,0.08092485549132948,0.0953757225433526,0.017341040462427744,0.028901734104046242,0,0.03757225433526012,0.03757225433526012,0.049132947976878616,0.057803468208092484,0.046242774566473986,0,0.08959537572254335,0.005780346820809248,0,0.017341040462427744,0,0.07514450867052024,"(0.3005780346820809, 0.1994219653179191, 0.27167630057803466)",5.17413330078125
P55286,0.06132665832290363,0,0.007509386733416771,0.08135168961201501,0.07008760951188986,0.03379224030037547,0.06508135168961202,0.017521902377972465,0.08135168961201501,0,0.04380475594493116,0.09136420525657071,0.016270337922403004,0.05506883604505632,0,0.06508135168961202,0.03379224030037547,0.04005006257822278,0.07133917396745933,0.060075093867334166,0,0.06758448060075094,0.008760951188986232,0,0.028785982478097622,0,0.07133917396745931,"(0.311639549436796, 0.2565707133917397, 0.2390488110137672)",4.54986572265625
Q9UKN1,0.05640744797371303,0,0.0029207740051113546,0.020080321285140562,0.059875867104782765,0.029025191675794086,0.07082876962395035,0.040160642570281124,0.013873676524278934,0,0.01077035414384812,0.05458196422051844,0.007119386637458927,0.007301935012778387,0,0.09017889740781307,0.019350127783862723,0.02792990142387733,0.22635998539612998,0.21924059875867105,0,0.029755385177071925,0.003103322380430814,0,0.01113545089448704,0,0.04326396495071194,"(0.14147499087258125, 0.3946695874406718, 0.17798466593647316)",5.31451416015625
Q9ULB4,0.05576679340937896,0,0.0076045627376425855,0.09885931558935361,0.058301647655259824,0.03929024081115336,0.062103929024081114,0.019011406844106463,0.07477820025348543,0,0.05576679340937896,0.07731305449936629,0.024081115335868188,0.053231939163498096,0,0.050697084917617236,0.036755386565272496,0.045627376425855515,0.062103929024081114,0.07351077313054499,0,0.058301647655259824,0.0076045627376425855,0,0.03929024081115336,0,0.08618504435994931,"(0.2965779467680608, 0.22813688212927757, 0.21546261089987326)",4.72821044921875
Q9Y625,0.06666666666666667,0,0.032432432432432434,0.05405405405405406,0.07747747747747748,0.04504504504504504,0.05225225225225225,0.010810810810810811,0.03963963963963964,0,0.04864864864864865,0.09549549549549549,0.03423423423423423,0.055855855855855854,0,0.05225225225225225,0.04144144144144144,0.06126126126126126,0.06666666666666667,0.05945945945945946,0,0.06486486486486487,0.010810810810810811,0,0.03063063063063063,0,0.08648648648648649,"(0.28648648648648645, 0.22702702702702704, 0.27387387387387385)",5.29241943359375
Q9Y2U2,0.1498371335504886,0,0.02280130293159609,0.016286644951140065,0.03908794788273615,0.03257328990228013,0.10423452768729642,0.026058631921824105,0.013029315960912053,0,0.006514657980456026,0.20846905537459284,0.016286644951140065,0.003257328990228013,0,0.07166123778501629,0.03908794788273615,0.04560260586319218,0.06840390879478828,0.03908794788273615,0,0.06188925081433225,0.016286644951140065,0,0.019543973941368076,0,0.06840390879478828,"(0.35179153094462545, 0.24755700325732902, 0.41368078175895767)",6.69586181640625
Q9Y6N8,0.05583756345177665,0,0.008883248730964468,0.08121827411167512,0.06852791878172589,0.04314720812182741,0.06218274111675127,0.017766497461928935,0.0799492385786802,0,0.03934010152284264,0.0799492385786802,0.013959390862944163,0.048223350253807105,0,0.05583756345177665,0.03680203045685279,0.06218274111675127,0.06725888324873096,0.07487309644670051,0,0.06345177664974619,0.006345177664974619,0,0.03426395939086294,0,0.08375634517766498,"(0.30710659898477155, 0.23350253807106597, 0.2182741116751269)",4.83245849609375
P55287,0.0728643216080402,0,0.010050251256281407,0.08668341708542714,0.06909547738693467,0.038944723618090454,0.07160804020100503,0.02386934673366834,0.07160804020100503,0,0.048994974874371856,0.06407035175879397,0.013819095477386936,0.05150753768844221,0,0.06532663316582915,0.032663316582914576,0.04648241206030151,0.056532663316582916,0.06155778894472362,0,0.07412060301507538,0.005025125628140704,0,0.035175879396984924,0,0.07914572864321609,"(0.2889447236180904, 0.2449748743718593, 0.2198492462311558)",4.74688720703125
P00813,0.08539944903581267,0,0.013774104683195593,0.05785123966942149,0.08264462809917356,0.027548209366391185,0.06611570247933884,0.030303030303030304,0.046831955922865015,0,0.06611570247933884,0.09917355371900827,0.024793388429752067,0.03581267217630854,0,0.05785123966942149,0.04132231404958678,0.046831955922865015,0.046831955922865015,0.046831955922865015,0,0.06887052341597796,0.011019283746556474,0,0.0440771349862259,0,0.08264462809917356,"(0.2975206611570248, 0.2066115702479339, 0.29201101928374656)",5.62664794921875
O95267,0.060225846925972396,0,0.026348808030112924,0.04893350062735257,0.07026348808030113,0.037641154328732745,0.04265997490589712,0.03262233375156838,0.04767879548306148,0,0.07653701380175659,0.11041405269761606,0.025094102885821833,0.04015056461731493,0,0.05520702634880803,0.043914680050188205,0.04893350062735257,0.08782936010037641,0.04642409033877039,0,0.05771643663739021,0.010037641154328732,0,0.03136762860727729,0,0.07904642409033877,"(0.2948557089084065, 0.22584692597239647, 0.2659974905897114)",8.20074462890625
