,ProteinID,Average Shortest Path to all Disease genes,BetweennessCentrality,ClosenessCentrality,DegreeCentrality,EigenvectorCentrality,HarmonicCentrality,Modularity,PageRank,BP,CC,MF,FrequencyA,FrequencyC,FrequencyD,FrequencyE,FrequencyF,FrequencyG,FrequencyH,FrequencyI,FrequencyK,FrequencyL,FrequencyM,FrequencyN,FrequencyP,FrequencyQ,FrequencyR,FrequencyS,FrequencyT,FrequencyV,FrequencyW,FrequencyY,Aromaticity,Isoelectric,SSfractionHelix,SSfractionTurn,SSfractionSheet,Target
0,P00748,-0.01985884581425058,-0.20445576494808415,1.1016870785374655,1.3465586447777849,-0.08998461967947805,0.8810800314083294,0.6413463761427662,-0.4303153121580434,-0.5181511810816899,-0.08171024146932783,-0.6295866703913874,0.5550471195397867,2.58574740407091,-0.9658538151584686,-0.8471232402469717,-0.6592584451276989,0.5087238221406752,1.789790675203633,-1.6547569042475525,-1.1588275870647269,0.13644935242695533,-1.5107771764238482,-1.0903995651035236,1.0287417644187768,0.7030877796590967,0.3093139253662492,-0.6140552315833668,0.4089748278170029,-0.5727327841111195,1.3396126558181534,0.2823165756527644,0.17813662993814364,0.6373743593624771,-0.6213256185297563,0.24295585248466126,0.24295585248466126,1
1,P09622,1.03884997707371,0.4553389171030374,-1.2073835304437084,-0.4043334423806781,-0.12096833727050142,-0.7221059469759614,-0.24041635047482302,-0.3610999605116181,-0.5037564926831526,-1.3167332141017287,-1.3715951837105511,0.8788732411888002,-0.057650447164209674,-0.4976044522033017,-0.5095717255385194,-0.2782461243316332,1.7963699797266246,0.28580364609424264,1.7121637779824832,0.4317656253088845,-0.9664230692333068,-0.14804329701805408,0.3449118106348113,-0.9329151971951569,-0.985442320818436,-1.1593058756193717,-0.8778307015097944,0.5476094035770576,1.6289702036125022,-0.6573953393060665,-0.4683598723066406,-0.6057226347100301,0.587793983500135,0.3732068232924544,0.05101838478157674,0.05101838478157674,1
2,Q9UGJ0,0.13420699035228215,-0.2051742178367601,-0.6128445243084186,-0.33699143902842965,-0.14106897764981327,0.6025815947917464,-0.6338792413857128,-0.3812355363873184,-0.054757199281565055,-0.6604003411999432,-1.0936799292264945,-0.2881325278156894,-0.8946740699298623,-0.4526800978765457,-0.6201931183512343,1.0953599411415125,-0.5037890467155394,0.01978323396448231,0.9748116377070298,0.33726643557621033,-0.6424909913664532,-0.023090932668536717,-0.4669713299601148,0.7410546567246801,-0.8663438452154602,-0.18077496545910704,1.6319093832071674,0.0027497941242856693,0.17246628742652234,-0.969041255220798,0.05793772130801232,0.3648661490665692,1.435771752114831,0.2497466299128319,0.8363625449249791,0.8363625449249791,1
3,Q9Y6Q6,-0.15586568286968572,-0.201736710845205,0.12283566632595637,-0.4043334423806781,-0.1428259711435376,-0.3566586907438899,0.39717154926872095,-0.5294182991894141,-0.6400549538471856,0.8458741352369202,0.5192738196566572,0.3553375863324324,2.3905341747539484,-0.15320201810073936,0.014440262962996988,-0.6622285393338553,1.052762985877463,-0.4501964429723415,-1.5650266468956944,-0.8066256713813167,-0.6246909048339006,-0.6916071596608016,-0.282159724957279,0.8027890172840728,-0.3739753562115297,-0.298364259985557,0.455907769463038,0.6245520184268083,-0.6715260549864867,0.27180327851430325,-0.5093659951423493,-0.559541904462254,-1.0526665822191243,-1.365059674843061,1.1347651368074692,1.1347651368074692,1
4,Q02962,0.6624327143518183,-0.2051742178367601,0.3891288272602006,-0.20230743232393245,-0.12759934614990187,-0.4032665808687805,0.3700622317447936,1.4064127920791896,-1.0117880639477526,-0.44957035265232304,1.153114267385949,0.08314816749939964,-0.643116786088479,-0.04896202374531068,-1.1845164742577037,-0.9710435502293764,1.2092568086961282,0.8423838433032228,-0.18881969037648408,-1.0614612743277891,-1.4768957984088222,-0.8781390428864131,-0.03220456242135431,1.1943058868975045,-0.49583620813699103,0.0731317390311513,0.9941284292845696,0.616836378330634,1.2307235557378788,-0.4870510763631676,1.0806836339780568,-0.17070562087689592,0.16500992423215172,-0.4808997574895053,1.7655742945910948,1.7655742945910948,1
5,P48436,-0.2032705555363122,-0.16601067127848626,0.5824985647750943,-0.0002814222671867493,-0.11815362326846934,0.1718500477108134,0.3971715492687111,-0.2683852244459473,-0.8912027960930874,1.2201536624495866,-0.6309714742295587,-0.060897414638851365,-0.9728874231020552,-0.4976044522033017,-0.5095717255385194,-0.9690556092655376,-0.2702967025019201,1.5471837669428556,-1.0429804813866583,-0.4965351800730432,-1.8038831581918515,-0.14804329701805408,-0.35587931041875825,2.609674899974004,2.256999431243437,-0.7945603218157749,0.8804652561289036,1.0846819332931732,-1.1027998114178152,-0.1426594143264373,0.8025720354567017,-0.20278595152829612,-0.39227642124854745,-1.756719721258404,1.6654542414635312,1.6654542414635312,1
6,P25942,-0.4216715760361199,-0.2051742178367601,0.7347450815654043,0.4711126011985531,-0.1381260916520621,0.6006437301076012,1.2393953570351728,-0.5497992997966821,-0.20641991505897814,-0.699831560729087,0.4540798850832309,-1.1533383936153985,3.6334474111194215,-0.7182774499518241,0.1950668255507126,0.049950728438409725,-0.31452912504574915,0.7431271246690617,-0.0455585812800249,-0.3135044742076811,-0.6294601322253722,-1.967683680911258,-0.5380344032557869,0.5100851965839842,1.1668210611759442,-1.201442546094878,-0.6302727868964041,1.9474879828371108,1.10833954641584,0.4622017538355459,-1.6320425622217227,-0.6540168508892127,-0.8855975100938833,-0.2733905031629271,-0.3271426462101671,-0.3271426462101671,1
7,Q92736,0.17483973835224725,-0.2051742178367601,-1.3749881126529606,-0.4716754457329267,-0.09710366234629242,0.3446861598173996,0.5192506596988589,0.042296579868394586,-0.8065671339033352,-1.1842561417261557,-0.983417246280356,-0.4405014396993593,-0.14655760256787592,0.3542544499956308,0.3138753010276565,0.7251035406996081,-0.17764472255070654,0.4406055954071659,0.18960682717572444,0.03795193244634354,0.6227998823103136,0.8829282833982003,0.15926635923914256,-0.7746330074868419,-0.4025818096397946,-0.31729586831103823,-0.25293618749040764,-0.4258683465808202,0.06449517738842507,0.07382605925569384,0.470318143322476,0.6846319998833467,-0.7422598402591595,0.734363026585771,-0.6070361349330089,-0.6070361349330089,1
8,Q9H3D4,-0.7286745609247388,-0.18277090663170356,-0.5169416318333202,-0.4043334423806781,-0.14210378168592824,-0.0922366487644573,0.7519092160045193,0.0031818453523638373,-0.9701258005162772,0.2150115982059258,-0.0028922486957999624,-1.1802149396374957,0.16846692336161098,0.020862363525910328,-0.7565924874341241,-0.11021687608447464,-0.8271244377872371,0.32581801547410444,0.6590504016659725,-0.9454589292820637,-1.0857723279003937,1.2351296910334124,0.4440531427603308,0.932744071513796,1.5193439326493607,-0.11575811837687512,1.0444904352973732,1.6452513861843665,-1.0222862466365907,-0.2736142893580194,0.5191822552881473,0.11340083398019468,-0.510860413001778,-0.6140198250976305,0.7351107330814886,0.7351107330814886,1
9,Q13286,-0.19762711831409244,-0.1881662923726743,-0.10824341987305088,-0.4716754457329267,-0.1417524837607271,-0.16488114812483196,0.35823044691429495,-0.4556176264748045,-0.6860937495734262,-0.5666489764989381,0.6214292502935982,0.6691413197112814,0.12779996748073044,-1.6357777793528228,-1.1763916959239615,1.5251136132789298,0.6032845173833357,0.27592982910129826,-0.17039232691248654,-1.866814117416756,2.751392174173565,-1.178664429455438,-0.806753597891123,-0.3603383881756567,-0.8482431112182532,-0.8020550934692736,1.3347877077601846,-0.3597734091853281,0.0783165050122447,1.5613750405148008,0.3687722176242364,1.5655357206450586,-0.6213392181265549,2.1186148729387173,0.5439039202982612,0.5439039202982612,1
