Q9H221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7414561663,0.04606240713224369,0.03863298662704309,0.05349182763744428,0.06835066864784546,0.01634472511144131,0.05943536404160475,0,0.03417533432392273,0.1337295690936107,0.031203566121842496,0.031203566121842496,0,0.04903417533432392,0.04903417533432392,0.05943536404160475,0.08023774145616643,0.05200594353640416,0,0.05349182763744428,0.01634472511144131,0,0.03863298662704309,0,0.10846953937592868,8.51971435546875,,,"(0.35512630014858837, 0.22882615156017827, 0.2719167904903418)"
P45381,0.05750798722044728,0,0.02875399361022364,0.06070287539936102,0.07348242811501597,0.04472843450479233,0.05750798722044728,0.04472843450479233,0.08626198083067092,0,0.07348242811501597,0.08945686900958466,0.022364217252396165,0.04792332268370607,0,0.06070287539936102,0.02875399361022364,0.038338658146964855,0.03194888178913738,0.05750798722044728,0,0.04792332268370607,0.006389776357827476,0,0.04153354632587859,0,0.0926517571884984,6.05780029296875,,,"(0.31629392971246006, 0.19808306709265175, 0.24281150159744408)"
O15409,0.06013986013986014,0,0.009790209790209791,0.03076923076923077,0.057342657342657345,0.013986013986013986,0.04195804195804196,0.033566433566433566,0.03776223776223776,0,0.03496503496503497,0.1006993006993007,0.026573426573426574,0.04195804195804196,0,0.06153846153846154,0.17762237762237762,0.03636363636363636,0.1062937062937063,0.055944055944055944,0,0.05174825174825175,0.006993006993006993,0,0.013986013986013986,0,0.03496503496503497,6.06146240234375,,,"(0.22517482517482518, 0.2517482517482518, 0.2447552447552448)"
P00748,0.08617886178861789,0,0.06504065040650407,0.03577235772357724,0.05203252032520325,0.026016260162601626,0.07967479674796749,0.04390243902439024,0.014634146341463415,0,0.030894308943089432,0.0991869918699187,0.008130081300813009,0.02113821138211382,0,0.0910569105691057,0.06016260162601626,0.06504065040650407,0.061788617886178863,0.056910569105691054,0,0.05040650406504065,0.02113821138211382,0,0.030894308943089432,0,0.07804878048780488,8.03570556640625,,,"(0.24227642276422764, 0.25365853658536586, 0.24552845528455286)"
P05093,0.05905511811023622,0,0.00984251968503937,0.05511811023622047,0.051181102362204724,0.047244094488188976,0.05708661417322835,0.02952755905511811,0.07086614173228346,0,0.07283464566929133,0.12598425196850394,0.023622047244094488,0.05511811023622047,0,0.0531496062992126,0.03937007874015748,0.04330708661417323,0.06299212598425197,0.04921259842519685,0,0.05905511811023622,0.017716535433070866,0,0.017716535433070866,0,0.0826771653543307,8.72283935546875,,,"(0.3385826771653543, 0.2283464566929134, 0.25984251968503935)"
P01034,0.1232876712328767,0,0.0273972602739726,0.04794520547945205,0.03424657534246575,0.03424657534246575,0.0684931506849315,0.02054794520547945,0.02054794520547945,0,0.04794520547945205,0.10273972602739725,0.0273972602739726,0.03424657534246575,0,0.07534246575342465,0.04794520547945205,0.06164383561643835,0.06164383561643835,0.04794520547945205,0,0.0821917808219178,0.00684931506849315,0,0.0273972602739726,0,0.0684931506849315,9.00091552734375,,,"(0.273972602739726, 0.23972602739726026, 0.2876712328767123)"
P09622,0.09430255402750491,0,0.019646365422396856,0.043222003929273084,0.060903732809430254,0.03143418467583497,0.11394891944990176,0.0275049115913556,0.07465618860510806,0,0.07465618860510806,0.07072691552062868,0.021611001964636542,0.0412573673870334,0,0.03339882121807466,0.029469548133595286,0.03339882121807466,0.0550098231827112,0.05893909626719057,0,0.08840864440078586,0.005893909626719057,0,0.021611001964636542,0,0.05893909626719057,7.95281982421875,,,"(0.2927308447937132, 0.24361493123772102, 0.2475442043222004)"
Q03692,0.052941176470588235,0,0.0014705882352941176,0.01764705882352941,0.03235294117647059,0.022058823529411766,0.25735294117647056,0.014705882352941176,0.039705882352941174,0,0.051470588235294115,0.051470588235294115,0.016176470588235296,0.020588235294117647,0,0.21323529411764705,0.033823529411764704,0.027941176470588237,0.039705882352941174,0.03529411764705882,0,0.03823529411764706,0.0029411764705882353,0,0.030882352941176472,0,0.05588235294117648,9.67864990234375,,,"(0.18529411764705883, 0.5308823529411765, 0.15294117647058825)"
Q9UGJ0,0.06502636203866433,0,0.005272407732864675,0.043936731107205626,0.05799648506151142,0.050966608084358524,0.05272407732864675,0.02460456942003515,0.061511423550087874,0,0.07205623901581722,0.07908611599297012,0.022847100175746926,0.029876977152899824,0,0.08260105448154657,0.03163444639718805,0.054481546572934976,0.1195079086115993,0.050966608084358524,0,0.0632688927943761,0.0035149384885764497,0,0.028119507908611598,0,0.08260105448154657,9.37042236328125,,,"(0.28646748681898065, 0.28471001757469244, 0.22495606326889278)"
Q9Y6Q6,0.08116883116883117,0,0.06168831168831169,0.048701298701298704,0.07467532467532467,0.025974025974025976,0.09415584415584416,0.01948051948051948,0.016233766233766232,0,0.040584415584415584,0.07954545454545454,0.016233766233766232,0.032467532467532464,0,0.08441558441558442,0.040584415584415584,0.05194805194805195,0.08928571428571429,0.060064935064935064,0,0.048701298701298704,0.012987012987012988,0,0.021103896103896104,0,0.060064935064935064,5.21038818359375,,,"(0.20454545454545453, 0.3003246753246753, 0.25162337662337664)"
P15848,0.05628517823639775,0,0.016885553470919325,0.054409005628517824,0.039399624765478425,0.03377110694183865,0.08442776735459662,0.0375234521575985,0.03564727954971857,0,0.043151969981238276,0.12570356472795496,0.0150093808630394,0.039399624765478425,0,0.09193245778611632,0.028142589118198873,0.058161350844277676,0.06566604127579738,0.054409005628517824,0,0.0525328330206379,0.02626641651031895,0,0.04127579737335835,0,0.10131332082551595,8.43206787109375,,,"(0.3151969981238274, 0.28142589118198874, 0.23639774859287055)"
